OBJECTID	STATEFP	COUNTYFP	TRACTCE	GEOID	NAMELSAD	MTFCC	FUNCSTAT	ALAND	AWATER	INTPTLAT	INTPTLON	Tract_Name	NAME	SOCIOECON	HSECOMP	MINLANG	HSETRANS	OVERALL
467	72	57	270100	72057270100	Census Tract 2701	G5020	S	63783557	1213920	18.0506445	-66.1071216	Census Tract 2701	Guayama	0.5328	0.5158	0.5576	0.949	0.7488
468	72	57	270400	72057270400	Census Tract 2704	G5020	S	638990	0	17.9860438	-66.1136472	Census Tract 2704	Guayama	0.2816	0.6142	0.5203	0.4909	0.4457
469	72	57	270700	72057270700	Census Tract 2707	G5020	S	6493324	6066	17.9618329	-66.1671295	Census Tract 2707	Guayama	0.6866	0.4423	0.8303	0.3314	0.6447
470	72	57	270500	72057270500	Census Tract 2705	G5020	S	3105402	2382	17.9775623	-66.1004623	Census Tract 2705	Guayama	0.1595	0.2556	0.5294	0.1006	0.1108
471	72	125	840700	72125840700	Census Tract 8407	G5020	S	4413893	0	18.0740863	-67.0460986	Census Tract 8407	San Germán	0.5452	0.0984	0.4864	0.8031	0.4581
472	72	115	330100	72115330100	Census Tract 3301	G5020	S	12434402	2520079	18.4792784	-66.9183069	Census Tract 3301	Quebradillas	0.3472	0.1979	0.5656	0.0927	0.164
473	72	97	81501	72097081501	Census Tract 815.01	G5020	S	4403284	1062	18.2293514	-67.1425532	Census Tract 815.01	Mayagüez	0.6843	0.0033	0.2228	0.854	0.3778
474	72	97	82012	72097082012	Census Tract 820.12	G5020	S	6175795	0	18.1638891	-67.1319898	Census Tract 820.12	Mayagüez	0.7183	0.7895	0.733	0.5576	0.8495
475	72	69	180901	72069180901	Census Tract 1809.01	G5020	S	11632721	1237858	18.1171055	-65.7998274	Census Tract 1809.01	Humacao	0.5984	0.0644	0.6119	0.3834	0.3257
476	72	31	50212	72031050212	Census Tract 502.12	G5020	S	1198020	37214	18.4128993	-65.9706627	Census Tract 502.12	Carolina	0.4174	0.7036	0.1572	0.9796	0.6266
477	72	153	750503	72153750503	Census Tract 7505.03	G5020	S	3322874	1952	18.0233254	-66.8748408	Census Tract 7505.03	Yauco	0.4558	0.9638	0.4626	0.0395	0.4524
478	72	153	750602	72153750602	Census Tract 7506.02	G5020	S	17520476	252953	17.9850254	-66.8535312	Census Tract 7506.02	Yauco	0.5576	0.4151	0.9728	0.2647	0.5995
479	72	21	31304	72021031304	Census Tract 313.04	G5020	S	2566559	4254	18.3438458	-66.1740098	Census Tract 313.04	Bayamón	0.5169	0.4434	0.5927	0.3857	0.4683
480	72	61	40422	72061040422	Census Tract 404.22	G5020	S	738904	0	18.3751086	-66.0980555	Census Tract 404.22	Guaynabo	0.1255	0.2816	0.0712	0.7183	0.1606
481	72	61	40412	72061040412	Census Tract 404.12	G5020	S	524629	0	18.3697995	-66.0958757	Census Tract 404.12	Guaynabo	0.0079	0.2567	0.0226	0.078	0.0124
482	72	137	121002	72137121002	Census Tract 1210.02	G5020	S	753973	16545	18.4366782	-66.1811808	Census Tract 1210.02	Toa Baja	0.1651	0.423	0.2239	0.069	0.0769
483	72	137	121702	72137121702	Census Tract 1217.02	G5020	S	9373793	121949	18.4510317	-66.2236274	Census Tract 1217.02	Toa Baja	0.7805	0.6798	0.4276	0.4185	0.6538
484	72	137	122201	72137122201	Census Tract 1222.01	G5020	S	969864	0	18.4228428	-66.2411836	Census Tract 1222.01	Toa Baja	0.7794	0.7658	0.4785	0.8438	0.8733
485	72	21	31033	72021031033	Census Tract 310.33	G5020	S	1514783	1335	18.412418	-66.1816358	Census Tract 310.33	Bayamón	0.2386	0.8936	0.2454	0.6617	0.5158
486	72	141	957500	72141957500	Census Tract 9575	G5020	S	2573428	31330	18.258037	-66.6961001	Census Tract 9575	Utuado	0.8031	0.8518	0.8144	0.2737	0.828
487	72	21	31032	72021031032	Census Tract 310.32	G5020	S	1836249	0	18.4117914	-66.1909617	Census Tract 310.32	Bayamón	0.0282	0.035	0.164	0.561	0.0588
488	72	137	121400	72137121400	Census Tract 1214	G5020	S	4384700	308844	18.4453102	-66.1994786	Census Tract 1214	Toa Baja	0.0509	0.2194	0.0316	0.0757	0.0169
489	72	21	31125	72021031125	Census Tract 311.25	G5020	S	937263	0	18.3845769	-66.1859897	Census Tract 311.25	Bayamón	0.4015	0.957	0.3744	0.6481	0.6832
490	72	61	40432	72061040432	Census Tract 404.32	G5020	S	698194	0	18.3770959	-66.1053628	Census Tract 404.32	Guaynabo	0.0373	0.3574	0.2567	0.0271	0.0441
491	72	61	40442	72061040442	Census Tract 404.42	G5020	S	1110610	0	18.367055	-66.1044609	Census Tract 404.42	Guaynabo	0.018	0.0791	0.2522	0.526	0.0746
492	72	61	40301	72061040301	Census Tract 403.01	G5020	S	522609	0	18.4054212	-66.0983699	Census Tract 403.01	Guaynabo	0.0147	0.2477	0.0735	0.0803	0.0214
493	72	101	955402	72101955402	Census Tract 9554.02	G5020	S	8884491	0	18.3008937	-66.3966306	Census Tract 9554.02	Morovis	0.699	0.1029	0.9162	0.1425	0.4196
494	72	101	955300	72101955300	Census Tract 9553	G5020	S	21167593	8468	18.3514633	-66.441266	Census Tract 9553	Morovis	0.6685	0.8314	0.5871	0.4615	0.7432
495	72	129	220401	72129220401	Census Tract 2204.01	G5020	S	15920889	30581	18.1550832	-65.9461591	Census Tract 2204.01	San Lorenzo	0.1742	0.1651	0.6142	0.5237	0.242
496	72	129	220600	72129220600	Census Tract 2206	G5020	S	17175915	9958	18.1396877	-65.9803832	Census Tract 2206	San Lorenzo	0.6481	0.1742	0.8733	0.2533	0.4705
497	72	129	220200	72129220200	Census Tract 2202	G5020	S	1245730	22910	18.1920958	-65.9690179	Census Tract 2202	San Lorenzo	0.492	0.6142	0.7002	0.811	0.7703
498	72	129	220402	72129220402	Census Tract 2204.02	G5020	S	9426497	71169	18.185383	-65.9448468	Census Tract 2204.02	San Lorenzo	0.0893	0.5791	0.7273	0.6165	0.5
499	72	129	220700	72129220700	Census Tract 2207	G5020	S	54370565	13307	18.110833	-65.9797795	Census Tract 2207	San Lorenzo	0.7895	0.1199	0.9502	0.095	0.4728
500	72	129	220300	72129220300	Census Tract 2203	G5020	S	674951	0	18.1892135	-65.9627745	Census Tract 2203	San Lorenzo	0.9208	0.9785	0.7692	0.3642	0.9095
501	72	129	220100	72129220100	Census Tract 2201	G5020	S	19185831	94203	18.2117136	-65.9814713	Census Tract 2201	San Lorenzo	0.1131	0.1753	0.5554	0.6176	0.2352
502	72	33	20422	72033020422	Census Tract 204.22	G5020	S	508764	4559	18.4371432	-66.1467611	Census Tract 204.22	Cataño	0.9558	0.6334	0.957	0.3495	0.8812
503	72	149	720502	72149720502	Census Tract 7205.02	G5020	S	8887524	587817	18.1017644	-66.5171521	Census Tract 7205.02	Villalba	0.9954	0.7013	0.9468	0.3574	0.9049
504	72	149	720300	72149720300	Census Tract 7203	G5020	S	11776677	367291	18.1203037	-66.4800364	Census Tract 7203	Villalba	0.5339	0.6108	0.8925	0.8846	0.8891
505	72	149	720100	72149720100	Census Tract 7201	G5020	S	47755555	2660913	18.1230429	-66.4375098	Census Tract 7201	Villalba	0.7149	0.8619	0.9196	0.3144	0.8518
506	72	149	720400	72149720400	Census Tract 7204	G5020	S	835345	0	18.1288664	-66.49333	Census Tract 7204	Villalba	0.6527	0.5079	0.7986	0.6221	0.7601
507	72	23	830504	72023830504	Census Tract 8305.04	G5020	S	1978052	2245241	18.0791948	-67.185901	Census Tract 8305.04	Cabo Rojo	0.8925	0.414	0.7262	0.3393	0.6798
508	72	137	122001	72137122001	Census Tract 1220.01	G5020	S	1963674	0	18.3978823	-66.2105434	Census Tract 1220.01	Toa Baja	0.3461	0.1233	0.2115	0.6798	0.199
509	72	139	60222	72139060222	Census Tract 602.22	G5020	S	799090	0	18.3665168	-66.0287728	Census Tract 602.22	Trujillo Alto	0.0441	0.0656	0.2443	0.6029	0.0927
510	72	139	60501	72139060501	Census Tract 605.01	G5020	S	7079376	0	18.3193573	-65.9884499	Census Tract 605.01	Trujillo Alto	0.2963	0.5486	0.6685	0.6029	0.5509
511	72	139	60502	72139060502	Census Tract 605.02	G5020	S	9205830	8498	18.3135229	-65.9578877	Census Tract 605.02	Trujillo Alto	0.3223	0.2782	0.983	0.9377	0.7319
512	72	139	60211	72139060211	Census Tract 602.11	G5020	S	2190690	0	18.3638481	-66.0148984	Census Tract 602.11	Trujillo Alto	0.233	0.8348	0.4592	0.9638	0.7194
513	72	139	60302	72139060302	Census Tract 603.02	G5020	S	8664959	836727	18.32439	-66.0265693	Census Tract 603.02	Trujillo Alto	0.0328	0.0859	0.4728	0.5746	0.147
514	72	139	60301	72139060301	Census Tract 603.01	G5020	S	3379849	68765	18.348436	-66.0201999	Census Tract 603.01	Trujillo Alto	0.0339	0.3608	0.3212	0.5214	0.1719
515	72	139	60213	72139060213	Census Tract 602.13	G5020	S	873605	0	18.3590208	-66.0301966	Census Tract 602.13	Trujillo Alto	0.0633	0.0373	0.2601	0.009	0.0147
516	72	139	60212	72139060212	Census Tract 602.12	G5020	S	936940	11465	18.3733872	-66.0278051	Census Tract 602.12	Trujillo Alto	0.2296	0.8585	0.4457	0.6957	0.6108
517	72	139	60102	72139060102	Census Tract 601.02	G5020	S	1324565	1274	18.3764752	-66.0146692	Census Tract 601.02	Trujillo Alto	0.1561	0.2352	0.1266	0.5509	0.1176
518	72	23	830503	72023830503	Census Tract 8305.03	G5020	S	8575238	1826171	18.0846402	-67.1721705	Census Tract 8305.03	Cabo Rojo	0.2782	0.4321	0.2194	0.4095	0.1957
519	72	21	30105	72021030105	Census Tract 301.05	G5020	S	1649797	6843	18.3910745	-66.1287777	Census Tract 301.05	Bayamón	0.1832	0.2975	0.2239	0.1753	0.0757
520	72	101	955202	72101955202	Census Tract 9552.02	G5020	S	15640563	0	18.3485145	-66.3998347	Census Tract 9552.02	Morovis	0.5135	0.2432	0.6289	0.1481	0.2635
521	72	101	955201	72101955201	Census Tract 9552.01	G5020	S	7829198	0	18.3199109	-66.3822741	Census Tract 9552.01	Morovis	0.7205	0.7895	0.8733	0.5859	0.8993
522	72	33	20425	72033020425	Census Tract 204.25	G5020	S	343947	0	18.4333062	-66.1499725	Census Tract 204.25	Cataño	0.845	0.8133	0.5701	0.6662	0.88
523	72	33	20423	72033020423	Census Tract 204.23	G5020	S	1243383	258247	18.4506636	-66.1451984	Census Tract 204.23	Cataño	0.4785	0.2567	0.3359	0.5837	0.3223
524	72	125	840300	72125840300	Census Tract 8403	G5020	S	17619897	6873	18.0763866	-67.0003873	Census Tract 8403	San Germán	0.4626	0.1357	0.526	0.4807	0.2986
525	72	125	840400	72125840400	Census Tract 8404	G5020	S	6813587	3885	18.0698343	-67.0277859	Census Tract 8404	San Germán	0.2126	0.845	0.2929	0.4253	0.3812
526	72	125	840600	72125840600	Census Tract 8406	G5020	S	25702454	10627	18.0802416	-67.0794166	Census Tract 8406	San Germán	0.3574	0.1052	0.3733	0.3778	0.1674
527	72	125	840500	72125840500	Census Tract 8405	G5020	S	5276119	4307	18.0918519	-67.0472712	Census Tract 8405	San Germán	0.1538	0.4457	0.0916	0.888	0.2816
528	72	125	840100	72125840100	Census Tract 8401	G5020	S	46553925	3668	18.1251644	-67.0117835	Census Tract 8401	San Germán	0.578	0.0769	0.5746	0.0893	0.1911
529	72	125	840200	72125840200	Census Tract 8402	G5020	S	34765143	0	18.1426362	-67.0623689	Census Tract 8402	San Germán	0.6029	0.0463	0.8936	0.5622	0.5475
530	72	127	10200	72127010200	Census Tract 102	G5020	S	8775422	895	18.3202043	-66.0812485	Census Tract 102	San Juan	0.4264	0.1425	0.2748	0.2624	0.1278
531	72	127	9601	72127009601	Census Tract 96.01	G5020	S	1164236	0	18.3855446	-66.0626881	Census Tract 96.01	San Juan	0.1866	0.2918	0.2375	0.4343	0.1436
532	72	127	9902	72127009902	Census Tract 99.02	G5020	S	2095980	0	18.3475996	-66.0851837	Census Tract 99.02	San Juan	0.216	0.311	0.1595	0.5678	0.1764
533	72	127	8201	72127008201	Census Tract 82.01	G5020	S	228567	0	18.3923933	-66.0886187	Census Tract 82.01	San Juan	0.9694	0.7703	0.6244	0.4728	0.8608
534	72	127	6101	72127006101	Census Tract 61.01	G5020	S	563241	0	18.4159055	-66.0460006	Census Tract 61.01	San Juan	0.7828	0.9366	0.4049	0.9366	0.9208
535	72	127	8700	72127008700	Census Tract 87	G5020	S	261799	0	18.4003138	-66.054228	Census Tract 87	San Juan	0.8303	0.1006	0.0169	0.9864	0.4626
536	72	127	1100	72127001100	Census Tract 11	G5020	S	326856	684579	18.4543064	-66.0547697	Census Tract 11	San Juan	0.0418	0.0361	0	0.7737	0.069
537	72	127	10022	72127010022	Census Tract 100.22	G5020	S	1832332	0	18.3733048	-66.0498917	Census Tract 100.22	San Juan	0.0384	0.2398	0.1776	0.3529	0.0622
538	72	127	4800	72127004800	Census Tract 48	G5020	S	190365	0	18.4151074	-66.0329532	Census Tract 48	San Juan	0.9638	0.854	0.8438	0.5441	0.9513
539	72	127	3600	72127003600	Census Tract 36	G5020	S	181950	0	18.4342473	-66.048056	Census Tract 36	San Juan	0.9762	0.3947	0.8846	0.7296	0.9027
540	72	127	2800	72127002800	Census Tract 28	G5020	S	303660	0	18.4455355	-66.0485379	Census Tract 28	San Juan	0.7997	0.0147	0.5791	0.6527	0.5237
541	72	81	958000	72081958000	Census Tract 9580	G5020	S	2096106	0	18.2962197	-66.8862663	Census Tract 9580	Lares	0.8959	0.2703	0.914	0.0871	0.5757
542	72	81	958200	72081958200	Census Tract 9582	G5020	S	18858928	2244	18.2641995	-66.8449461	Census Tract 9582	Lares	0.6572	0.0305	0.9015	0.5848	0.5791
543	72	81	958100	72081958100	Census Tract 9581	G5020	S	1743242	0	18.2927572	-66.8780017	Census Tract 9581	Lares	0.7138	0.6459	0.6368	0.7556	0.8371
544	72	81	957900	72081957900	Census Tract 9579	G5020	S	14781065	1129	18.3048684	-66.8999389	Census Tract 9579	Lares	0.992	0.4875	0.9309	0.6764	0.9276
545	72	81	957800	72081957800	Census Tract 9578	G5020	S	25528067	0	18.3337556	-66.8773412	Census Tract 9578	Lares	0.7228	0.3631	0.94	0.4694	0.7228
546	72	81	958300	72081958300	Census Tract 9583	G5020	S	41441995	184	18.2353727	-66.8814666	Census Tract 9583	Lares	0.9457	0.0475	0.7771	0.5542	0.6595
547	72	81	957700	72081957700	Census Tract 9577	G5020	S	25326100	0	18.3160062	-66.843004	Census Tract 9577	Lares	0.949	0.3416	0.6979	0.1934	0.5825
548	72	81	958400	72081958400	Census Tract 9584	G5020	S	29379804	481720	18.2038339	-66.8647588	Census Tract 9584	Lares	0.983	0.0938	1	0.4807	0.7522
549	72	89	140201	72089140201	Census Tract 1402.01	G5020	S	1783786	1899108	18.3819344	-65.7195489	Census Tract 1402.01	Luquillo	0.9423	0.9717	0.3552	0.8382	0.9309
550	72	89	140102	72089140102	Census Tract 1401.02	G5020	S	27975621	11423	18.3087174	-65.7389149	Census Tract 1401.02	Luquillo	0.7126	0.7884	0.5158	0.2307	0.6199
551	72	89	140300	72089140300	Census Tract 1403	G5020	S	19055563	634530	18.3598829	-65.7462349	Census Tract 1403	Luquillo	0.7918	0.388	0.5531	0.4886	0.6074
552	72	89	140202	72089140202	Census Tract 1402.02	G5020	S	2039626	0	18.3704873	-65.7262432	Census Tract 1402.02	Luquillo	0.2522	0.5509	0.4468	0.1097	0.1979
553	72	89	140101	72089140101	Census Tract 1401.01	G5020	S	15996798	1915485	18.3566897	-65.6953443	Census Tract 1401.01	Luquillo	0.4898	0.483	0.2024	0.1119	0.1866
554	72	75	711002	72075711002	Census Tract 7110.02	G5020	S	8301275	7090142	17.9905001	-66.5139709	Census Tract 7110.02	Juana Díaz	0.8585	0.6131	0.9072	0.3868	0.8416
555	72	75	710102	72075710102	Census Tract 7101.02	G5020	S	45027241	4798946	18.0283556	-66.4565227	Census Tract 7101.02	Juana Díaz	0.5192	0.5203	0.9547	0.1776	0.578
556	72	75	710302	72075710302	Census Tract 7103.02	G5020	S	11284167	8139	18.0407962	-66.4811236	Census Tract 7103.02	Juana Díaz	0.414	0.2058	0.5237	0.4423	0.285
557	72	69	180902	72069180902	Census Tract 1809.02	G5020	S	12620181	1412059	18.0898763	-65.8090202	Census Tract 1809.02	Humacao	0.061	0.2409	0.0294	0.4524	0.0565
558	72	3	430602	72003430602	Census Tract 4306.02	G5020	S	8178505	1318915	18.373617	-67.2182402	Census Tract 4306.02	Aguada	0.2601	0.3619	0.1085	0.4411	0.1515
559	72	3	430601	72003430601	Census Tract 4306.01	G5020	S	10024103	0	18.346142	-67.2048706	Census Tract 4306.01	Aguada	0.5203	0.7545	0.2884	0.0124	0.2794
560	72	37	160202	72037160202	Census Tract 1602.02	G5020	S	29033352	8696	18.2689765	-65.7110293	Census Tract 1602.02	Ceiba	0.285	0.0124	0.3156	0.3529	0.0938
561	72	37	160201	72037160201	Census Tract 1602.01	G5020	S	4236382	0	18.2765527	-65.6498913	Census Tract 1602.01	Ceiba	0.7024	0.4717	0.2726	0.8857	0.664
562	72	53	150602	72053150602	Census Tract 1506.02	G5020	S	37326300	14585	18.2953996	-65.6859489	Census Tract 1506.02	Fajardo	0.4287	0.2217	0.0882	0.6877	0.2228
563	72	53	150601	72053150601	Census Tract 1506.01	G5020	S	8306905	68839	18.313773	-65.638069	Census Tract 1506.01	Fajardo	0.7092	0.8144	0.647	0.8088	0.9004
564	72	33	20427	72033020427	Census Tract 204.27	G5020	S	438957	0	18.4255357	-66.1362329	Census Tract 204.27	Cataño	0.9988	0.2375	0.9898	0.4479	0.7941
565	72	33	20426	72033020426	Census Tract 204.26	G5020	S	302445	0	18.4359703	-66.1272784	Census Tract 204.26	Cataño	0.9796	0.8291	0.8846	0.5961	0.9683
566	72	21	31632	72021031632	Census Tract 316.32	G5020	S	417375	0	18.365417	-66.1616806	Census Tract 316.32	Bayamón	0.4049	0.7081	0.4366	0.7375	0.6414
567	72	21	32100	72021032100	Census Tract 321	G5020	S	10610892	89519	18.2865592	-66.1948516	Census Tract 321	Bayamón	0.8133	0.4615	0.8122	0.5395	0.7748
568	72	21	30903	72021030903	Census Tract 309.03	G5020	S	444243	0	18.3917639	-66.1711918	Census Tract 309.03	Bayamón	0.0803	0.8223	0.4287	0.3416	0.3325
569	72	21	31202	72021031202	Census Tract 312.02	G5020	S	413424	0	18.3815397	-66.1805324	Census Tract 312.02	Bayamón	0.2941	0.7522	0.4683	0.2319	0.3699
570	72	87	110400	72087110400	Census Tract 1104	G5020	S	509416	0	18.429602	-65.8780581	Census Tract 1104	Loíza	0.8914	0.9264	0.8981	0.6244	0.9717
571	72	21	31201	72021031201	Census Tract 312.01	G5020	S	381487	0	18.3822741	-66.175524	Census Tract 312.01	Bayamón	0.4592	0.9332	0.569	0.7341	0.802
572	72	21	30103	72021030103	Census Tract 301.03	G5020	S	589414	1691	18.3979247	-66.1306331	Census Tract 301.03	Bayamón	0.5837	0.7647	0.0961	0.8393	0.6402
573	72	87	110600	72087110600	Census Tract 1106	G5020	S	26828311	11069053	18.4404612	-65.9388565	Census Tract 1106	Loíza	0.7545	0.0169	0.9717	0.4932	0.6142
574	72	87	110101	72087110101	Census Tract 1101.01	G5020	S	649993	876963	18.4261491	-65.8322868	Census Tract 1101.01	Loíza	0.8834	0.6187	0.9366	0.7975	0.9604
575	72	87	110303	72087110303	Census Tract 1103.03	G5020	S	3649003	7301	18.3928317	-65.8650248	Census Tract 1103.03	Loíza	0.3325	0.0588	0.5395	0.2658	0.1606
576	72	3	430200	72003430200	Census Tract 4302	G5020	S	6050833	1288208	18.3923933	-67.1815676	Census Tract 4302	Aguada	0.6323	0.8065	0.1097	0.6809	0.6097
577	72	3	430300	72003430300	Census Tract 4303	G5020	S	1813251	781036	18.3854167	-67.2033309	Census Tract 4303	Aguada	0.6357	0.8653	0.0904	0.5644	0.5723
578	72	3	430100	72003430100	Census Tract 4301	G5020	S	14032743	1038569	18.3865309	-67.1572616	Census Tract 4301	Aguada	0.6266	0.3484	0.2217	0.2228	0.2205
579	72	53	150104	72053150104	Census Tract 1501.04	G5020	S	12896173	77779479	18.3388421	-65.5672568	Census Tract 1501.04	Fajardo	0.6142	0.3868	0.0509	0.94	0.4898
580	72	123	953000	72123953000	Census Tract 9530	G5020	S	863444	0	17.9779465	-66.2936141	Census Tract 9530	Salinas	0.2262	0.7443	0.5124	0.1764	0.3269
581	72	123	953100	72123953100	Census Tract 9531	G5020	S	874215	0	17.9787362	-66.2988111	Census Tract 9531	Salinas	0.2036	0.9943	0.8461	0.319	0.6764
582	72	123	953200	72123953200	Census Tract 9532	G5020	S	21117738	27753554	17.9290851	-66.2401162	Census Tract 9532	Salinas	0.4615	0.7149	0.6165	0.0961	0.4355
583	72	113	73010	72113073010	Census Tract 730.10	G5020	S	4162318	8964790	17.9695348	-66.6627804	Census Tract 730.10	Ponce	0.1108	0.0045	0.3653	0.518	0.0995
584	72	113	73009	72113073009	Census Tract 730.09	G5020	S	2504616	0	18.000501	-66.6543613	Census Tract 730.09	Ponce	0.2002	0.2861	0.9457	0.7432	0.5803
585	72	103	170200	72103170200	Census Tract 1702	G5020	S	55288169	29301	18.2443401	-65.7953145	Census Tract 1702	Naguabo	0.3891	0.0531	0.8755	0.2115	0.2613
586	72	103	170400	72103170400	Census Tract 1704	G5020	S	14809413	1445493	18.1856454	-65.7506748	Census Tract 1704	Naguabo	0.1685	0.4909	0.7228	0.733	0.5497
587	72	103	170100	72103170100	Census Tract 1701	G5020	S	35044890	10893	18.2423858	-65.7337857	Census Tract 1701	Naguabo	0.4604	0.0395	0.5961	0.3699	0.2386
588	72	103	170300	72103170300	Census Tract 1703	G5020	S	28657247	5393376	18.2112123	-65.7002832	Census Tract 1703	Naguabo	0.2647	0.0871	0.7884	0.707	0.4117
589	72	54	580200	72054580200	Census Tract 5802	G5020	S	13717635	5090	18.3488164	-66.5587035	Census Tract 5802	Florida	0.2624	0.5033	0.4807	0.1855	0.2239
590	72	54	580100	72054580100	Census Tract 5801	G5020	S	25673864	28922	18.3795969	-66.5522003	Census Tract 5801	Florida	0.4966	0.4592	0.4841	0.2171	0.3235
591	72	123	952600	72123952600	Census Tract 9526	G5020	S	36817865	15937	18.0485635	-66.2117115	Census Tract 9526	Salinas	0.5882	0.7352	0.9638	0.0384	0.6617
592	72	123	952800	72123952800	Census Tract 9528	G5020	S	20521813	19293	18.0067673	-66.2400283	Census Tract 9528	Salinas	0.3167	0.6176	0.7511	0.3291	0.5011
593	72	123	952900	72123952900	Census Tract 9529	G5020	S	29730382	1496526	17.9799789	-66.2353661	Census Tract 9529	Salinas	0.0984	0.5429	0.7092	0.9287	0.638
594	72	123	952700	72123952700	Census Tract 9527	G5020	S	69805627	4142808	18.0194063	-66.2899875	Census Tract 9527	Salinas	0.6606	0.423	0.8518	0.7714	0.811
595	72	63	210100	72063210100	Census Tract 2101	G5020	S	21544509	520658	18.296615	-65.9952999	Census Tract 2101	Gurabo	0.8789	0.2126	0.3902	0.0576	0.2669
596	72	63	210400	72063210400	Census Tract 2104	G5020	S	1469768	0	18.2550809	-65.9814275	Census Tract 2104	Gurabo	0.8733	0.7771	0.2205	0.7782	0.7828
597	72	63	210502	72063210502	Census Tract 2105.02	G5020	S	11528572	340846	18.2459516	-65.9995002	Census Tract 2105.02	Gurabo	0.078	0.0316	0.0825	0.6719	0.0712
598	72	63	210300	72063210300	Census Tract 2103	G5020	S	568476	7284	18.2538967	-65.9721265	Census Tract 2103	Gurabo	0.94	0.9287	0.8789	0.3065	0.9185
599	72	43	954500	72043954500	Census Tract 9545	G5020	S	51910482	4469	18.0835866	-66.31124	Census Tract 9545	Coamo	0.2895	0.4287	0.8936	0.1606	0.3789
600	72	43	954700	72043954700	Census Tract 9547	G5020	S	23935560	23491	18.0590163	-66.4010123	Census Tract 9547	Coamo	0.035	0.4298	0.1414	0.5248	0.1357
601	72	43	953900	72043953900	Census Tract 9539	G5020	S	41918926	1834	18.1351105	-66.3545224	Census Tract 9539	Coamo	0.5927	0.0667	0.983	0.5712	0.6029
602	72	43	954600	72043954600	Census Tract 9546	G5020	S	22886131	4165	18.0419868	-66.3512756	Census Tract 9546	Coamo	0.5113	0.7104	0.6843	0.0746	0.4864
603	72	43	954200	72043954200	Census Tract 9542	G5020	S	3653898	0	18.0736659	-66.3730643	Census Tract 9542	Coamo	0.0361	0.6968	0.8144	0.4264	0.4819
604	72	43	954000	72043954000	Census Tract 9540	G5020	S	55562818	3791	18.1189411	-66.3964897	Census Tract 9540	Coamo	0.3438	0.8631	0.5656	0.2454	0.5045
605	72	19	952500	72019952500	Census Tract 9525	G5020	S	23129080	6077	18.179127	-66.3282563	Census Tract 9525	Barranquitas	0.621	0.8269	0.8653	0.6085	0.888
606	72	135	510102	72135510102	Census Tract 5101.02	G5020	S	2230229	0	18.375808	-66.2163717	Census Tract 5101.02	Toa Alta	0.9061	0.2138	0.6006	0.7692	0.7183
607	72	135	510505	72135510505	Census Tract 5105.05	G5020	S	1726813	0	18.3602738	-66.2037432	Census Tract 5105.05	Toa Alta	0.009	0.3857	0.121	0.0486	0.0305
608	72	135	510602	72135510602	Census Tract 5106.02	G5020	S	13013783	546929	18.3536315	-66.2453749	Census Tract 5106.02	Toa Alta	0.0904	0.3585	0.5848	0.0678	0.1255
609	72	135	510702	72135510702	Census Tract 5107.02	G5020	S	6578201	1965	18.3435194	-66.2730139	Census Tract 5107.02	Toa Alta	0.768	0.4694	0.7703	0.6889	0.8031
610	72	135	510701	72135510701	Census Tract 5107.01	G5020	S	12308672	3978	18.3762175	-66.2909115	Census Tract 5107.01	Toa Alta	0.0791	0.009	0.7171	0.2364	0.1097
611	72	69	180400	72069180400	Census Tract 1804	G5020	S	4819305	499	18.1651694	-65.8301958	Census Tract 1804	Humacao	0.1968	0.1255	0.6764	0.0565	0.1119
612	72	5	400502	72005400502	Census Tract 4005.02	G5020	S	5005970	8208	18.4654621	-67.1382274	Census Tract 4005.02	Aguadilla	0.5871	0.199	0.2081	0.6097	0.2963
613	72	5	401401	72005401401	Census Tract 4014.01	G5020	S	6807197	34318	18.459858	-67.0807025	Census Tract 4014.01	Aguadilla	0.6368	0.5644	0.5192	0.5463	0.6323
614	72	113	71800	72113071800	Census Tract 718	G5020	S	479099	14946	18.0063622	-66.6093942	Census Tract 718	Ponce	0.518	0.733	0.5429	0.9095	0.8088
615	72	113	71900	72113071900	Census Tract 719	G5020	S	1411935	71018	18.0017167	-66.6066625	Census Tract 719	Ponce	0.7613	0.699	0.3834	0.8563	0.8065
616	72	39	955900	72039955900	Census Tract 9559	G5020	S	76217328	83517	18.2528105	-66.5302122	Census Tract 9559	Ciales	0.966	0.4015	0.5486	0.25	0.5746
617	72	39	955700	72039955700	Census Tract 9557	G5020	S	4169157	98932	18.3350715	-66.4658483	Census Tract 9557	Ciales	0.8518	0.9038	0.5871	0.3947	0.8223
618	72	39	955600	72039955600	Census Tract 9556	G5020	S	58481891	151425	18.3301026	-66.5209676	Census Tract 9556	Ciales	0.6085	0.8031	0.7398	0.0938	0.6187
619	72	39	955800	72039955800	Census Tract 9558	G5020	S	33441828	125730	18.2837071	-66.4765353	Census Tract 9558	Ciales	0.3506	0.7454	0.7703	0.4061	0.6334
620	72	127	7004	72127007004	Census Tract 70.04	G5020	S	3812547	107529	18.4285235	-66.0820769	Census Tract 70.04	San Juan	0.1527	0.6244	0.1708	0.7533	0.345
621	72	113	72000	72113072000	Census Tract 720	G5020	S	1222678	32149	18.0008256	-66.5982678	Census Tract 720	Ponce	0.1414	0.2669	0.2522	0.2251	0.078
